time,volumeto,txCount,marketcap(USD),close,exchangeVolume(USD),reward
7/06/2016,107273.9318,107,2951591,1,295779,0
8/06/2016,44319.91045,57,2951591,1,155586,0
9/06/2016,1760383.226,105,2951591,1,149115,0
10/06/2016,203204.5614,63,2951591,1,206234,0
11/06/2016,32012.4303,57,2951591,1,134797,0
12/06/2016,369994.6155,325,2951591,1,1030810,0
13/06/2016,1479682.387,368,2951591,1,1673420,0
14/06/2016,2514520.605,456,5951591,1,2479570,3000000
15/06/2016,3424905.6,455,5951591,1,1738970,0
16/06/2016,2013100.146,456,5951590.952,1,3547690,0
17/06/2016,1824369.875,400,5951585,0.999999,6105470,0
18/06/2016,1265316.613,294,5951585,0.999999,3759450,0
19/06/2016,438635.7222,163,5951585,0.999999,1377470,0
20/06/2016,2653353.15,152,5951585.048,0.999999,2855850,0
21/06/2016,2892958.399,307,5951591,1,3652970,0
22/06/2016,1668924.084,220,5951591,1,3966370,0
23/06/2016,799543.2942,273,5951591,1,2838010,0
24/06/2016,1875199.589,207,5951651,1,3067830,0
25/06/2016,160153.4813,136,5951651,1,1223680,0
26/06/2016,364879.1953,109,5951651,1,798039,0
27/06/2016,149436.0778,97,5951590.628,1,576205,0
28/06/2016,1515107.7,153,5951311.275,0.999953,2242170,0
29/06/2016,456169.5705,83,5951591,1,808151,0
30/06/2016,858885.456,100,5951591,1,1322550,0
1/07/2016,716453.4643,95,5951591,1,985150,0
2/07/2016,162157.959,48,5951591,1,561867,0
3/07/2016,613570.0685,65,5951591,1,1161670,0
4/07/2016,845933.2913,186,5951591,1,1703670,0
5/07/2016,742477.1635,135,5951591,1,1405480,0
6/07/2016,289360.3004,76,5951591,1,567909,0
7/07/2016,1210858.573,165,5951590.564,1,1875330,0
8/07/2016,760462.9342,98,5951537.387,0.999991,1277010,0
9/07/2016,337352.4397,81,5951585,0.999999,878486,0
10/07/2016,157524.6135,42,5951585,0.999999,284642,0
11/07/2016,456928.7267,71,5952537.047,0.999999,651964,0
12/07/2016,702652.7747,69,6951591,1,888710,1000000
13/07/2016,344582.4774,44,6951591,1,368649,0
14/07/2016,353030.2126,45,6951591,1,640118,0
15/07/2016,433886.9476,60,6951591,1,581262,0
16/07/2016,177197.9048,38,6951591,1,289175,0
17/07/2016,161099.4921,32,6951591,1,333668,0
18/07/2016,613438.8097,107,6951591,1,1131710,0
19/07/2016,696546.0592,51,6951661,1,798546,0
20/07/2016,1472008.868,79,6951591,1,1571990,0
21/07/2016,241224.1791,31,6951591,1,313139,0
22/07/2016,779783.4031,118,6951591,1,1537170,0
23/07/2016,321721.0754,38,6951591,1,618298,0
24/07/2016,518825.6126,66,6951591,1,1208880,0
25/07/2016,1230537.773,40,6951590.952,1,1425810,0
26/07/2016,957040.088,91,6951584.048,0.999999,1867980,0
27/07/2016,577734.5931,89,6951591,1,928283,0
28/07/2016,961048.5687,55,6951591,1,1369300,0
29/07/2016,344053.1936,38,6952147,1,351932,0
30/07/2016,48588.43394,15,6951661,1,158622,0
31/07/2016,230427.1887,49,6951591.209,1,893038,0
1/08/2016,910421.8474,113,6951326.791,0.999962,1944300,0
2/08/2016,941789.4032,111,6951583.806,0.999999,7399410,0
3/08/2016,198836.7501,75,6951556.048,0.999995,4139570,0
4/08/2016,20744.17838,22,6951563,0.999996,2005600,0
5/08/2016,25407.76242,28,6951563.109,0.999996,623230,0
6/08/2016,50007.35375,11,6950415.736,0.999831,879406,0
7/08/2016,9759.799909,37,6948511,0.999557,1205650,0
8/08/2016,33926.86073,23,6948511,0.999557,613117,0
9/08/2016,137890.4422,23,6948511,0.999557,1735260,0
10/08/2016,92099.3111,28,6948511.513,0.999557,1457520,0
11/08/2016,20892.14088,24,6766845.124,0.973424,1162530,0
12/08/2016,10738.55863,24,6690016.8,0.962372,912390,0
13/08/2016,245852.5951,41,6687833.688,0.962058,593801,0
14/08/2016,254162.0696,49,6951584,0.999999,1274390,0
15/08/2016,898115.4088,42,6951584,0.999999,1680290,0
16/08/2016,1913437.956,82,6951584.048,0.999999,2197340,0
17/08/2016,2026805.693,89,6951591,1,2394770,0
18/08/2016,406102.1041,45,6951591,1,849307,0
19/08/2016,804660.0336,54,6951591,1,1258110,0
20/08/2016,267162.5672,48,6951591,1,603297,0
21/08/2016,202482.281,35,6951591,1,281378,0
22/08/2016,143971.2079,43,6951591,1,1041420,0
23/08/2016,815089.4725,49,6951591,1,1240630,0
24/08/2016,280311.1048,34,6951591,1,546685,0
25/08/2016,580307.1745,53,6951591,1,965926,0
26/08/2016,386643.6752,42,6951591,1,731230,0
27/08/2016,13952.45634,12,6951591,1,555019,0
28/08/2016,33582.88635,15,6951591,1,1215110,0
29/08/2016,192047.1612,34,6951591,1,1591130,0
30/08/2016,401356.2654,65,6951591,1,1062640,0
31/08/2016,120662.1046,20,6951591,1,908476,0
1/09/2016,150354.6972,42,6951591,1,838378,0
2/09/2016,507450.4909,39,6951591,1,1472930,0
3/09/2016,358873.0425,40,6951591,1,2641030,0
4/09/2016,446081.5211,62,6951591,1,1248710,0
5/09/2016,469130.5391,45,6951591,1,1536980,0
6/09/2016,630700.8669,48,6951591,1,1149260,0
7/09/2016,877518.492,64,6951591,1,1727020,0
8/09/2016,328061.1969,50,6951591,1,960491,0
9/09/2016,177494.6618,19,6951591,1,592391,0
10/09/2016,86620.0549,15,6951591,1,301128,0
11/09/2016,322707.7527,33,6951591,1,968191,0
12/09/2016,416847.3439,34,6956457,1,982954,0
13/09/2016,834909.7138,50,6951660,1,1503640,0
14/09/2016,846881.2886,38,6951591,1,845294,0
15/09/2016,116779.0215,32,6951590.661,1,774746,0
16/09/2016,253301.1266,64,6951542.29,0.999993,719125,0
17/09/2016,42069.40318,47,6951584,0.999999,243461,0
18/09/2016,175155.8268,21,6951584.321,0.999999,579543,0
19/09/2016,110305.3012,29,6951055.679,0.999923,518342,0
20/09/2016,3822360.585,70,6951584,0.999999,1590290,0
21/09/2016,448903.4204,38,6951584.468,0.999999,1023360,0
22/09/2016,301588.051,34,6951514.484,0.999989,748610,0
23/09/2016,122506.9483,25,6951584,0.999999,907263,0
24/09/2016,166972.2358,23,6951584,0.999999,273642,0
25/09/2016,126531.5624,28,6951584.048,0.999999,204381,0
26/09/2016,155046.3844,30,6951591,1,479180,0
27/09/2016,110205.1755,20,6951591,1,370561,0
28/09/2016,28548.12052,41,6951591,1,243485,0
29/09/2016,141112.3313,35,6951591,1,289768,0
30/09/2016,725525.742,39,6951591,1,402548,0
1/10/2016,124053.7963,34,6951591,1,365091,0
2/10/2016,61088.29926,18,6951590.903,1,263174,0
3/10/2016,135432.2915,37,6951577,0.999998,335206,0
4/10/2016,339061.3249,43,6951577.097,0.999998,462509,0
5/10/2016,246077.698,24,6951591,1,753062,0
6/10/2016,34413.1733,26,6951591,1,406883,0
7/10/2016,240286.2199,33,6951591,1,501840,0
8/10/2016,169984.5778,24,6951591,1,369612,0
9/10/2016,8773.316934,13,6951591,1,254639,0
10/10/2016,249127.1493,29,6951591,1,346058,0
11/10/2016,617247.3767,81,6951591,1,1153880,0
12/10/2016,149886.5426,43,6951591,1,485002,0
13/10/2016,281590.7037,36,6951591,1,359664,0
14/10/2016,121328.1935,58,6951590.952,1,233907,0
15/10/2016,221768.4767,21,6951584.048,0.999999,278547,0
16/10/2016,89077.15771,23,6951591,1,292196,0
17/10/2016,845856.541,86,6951591,1,1045550,0
18/10/2016,132530.7606,31,6951591,1,321977,0
19/10/2016,91700.85335,24,6951591,1,410009,0
20/10/2016,68548.08764,40,6951591,1,205344,0
21/10/2016,156126.1325,40,6951590,1,185916,0
22/10/2016,641644.9797,64,6951590,1,794533,0
23/10/2016,419311.2905,44,6951590,1,633006,0
24/10/2016,278984.0608,31,6951590,1,274414,0
25/10/2016,325607.1102,45,6951590,1,552686,0
26/10/2016,553422.4508,58,6951590,1,762026,0
27/10/2016,220142.7942,49,6951590,1,747629,0
28/10/2016,363180.5213,53,6951590,1,874147,0
29/10/2016,969977.2004,92,6951590,1,2077010,0
30/10/2016,912147.8314,48,6951590,1,1550060,0
31/10/2016,315775.7531,54,6951590,1,1022220,0
1/11/2016,1187979.868,75,6951589,1,2244990,0
2/11/2016,1135436.373,58,6951589,1,1449000,0
3/11/2016,1230893.645,72,6951589,1,2399930,0
4/11/2016,1104249.171,48,6951589,1,1256100,0
5/11/2016,88058.60141,21,6951589,1,417538,0
6/11/2016,402210.9534,37,6951589,1,931269,0
7/11/2016,250753.4557,37,6951589,1,589834,0
8/11/2016,408148.3387,43,6951589,1,768255,0
9/11/2016,909724.648,107,6951589,1,1916180,0
10/11/2016,164397.9079,21,6951588.855,1,481368,0
11/11/2016,241832.0859,31,6951568.145,0.999997,661204,0
12/11/2016,298418.4513,52,6951590,1,670202,0
13/11/2016,267095.0767,40,6951590,1,898023,0
14/11/2016,185531.8728,42,6951590,1,389749,0
15/11/2016,1895003.319,34,6951590,1,2252560,0
16/11/2016,595930.8849,39,6951590,1,1524490,0
17/11/2016,641939.2006,75,6951590,1,987757,0
18/11/2016,189554.5095,38,6951590,1,566442,0
19/11/2016,198675.8384,27,6951590,1,444691,0
20/11/2016,650636.551,29,6951590,1,1149160,0
21/11/2016,2342264.794,37,6951590,1,2210850,0
22/11/2016,438765.7754,19,6951590,1,996653,0
23/11/2016,111998.3633,37,6951590,1,533171,0
24/11/2016,562604.0861,36,6951590,1,1157470,0
25/11/2016,188559.7858,64,6951590,1,447527,0
26/11/2016,189049.7635,53,6951590,1,398097,0
27/11/2016,195437.5176,25,6951590,1,369032,0
28/11/2016,1209263.51,66,6951590,1,293938,0
29/11/2016,281944.8837,43,6951590,1,602186,0
30/11/2016,227075.8939,51,6951590,1,517118,0
1/12/2016,673208.7125,46,6951590,1,916660,0
2/12/2016,576634.1509,61,6951590,1,1548020,0
3/12/2016,498971.3365,52,6951729,1,566210,0
4/12/2016,190200.488,39,6952841,1,338054,0
5/12/2016,698088.5364,56,6951729,1,1166450,0
6/12/2016,1135514.516,65,6951590,1,2074660,0
7/12/2016,333553.7409,54,6951590,1,677377,0
8/12/2016,153883.9005,48,6951590,1,424174,0
9/12/2016,76303.03242,37,6951590,1,257304,0
10/12/2016,114381.2311,36,6951590,1,289281,0
11/12/2016,38142.90813,33,6951590,1,419496,0
12/12/2016,746829.1366,64,6951590,1,735546,0
13/12/2016,1016603.201,54,6951590,1,923361,0
14/12/2016,653457.2269,38,6951590,1,585908,0
15/12/2016,322969.5119,57,6951590,1,388753,0
16/12/2016,70805.39524,33,6951798,1,207220,0
17/12/2016,262478.9758,37,6951798,1,372542,0
18/12/2016,304736.1967,40,6951659,1,430745,0
19/12/2016,264915.641,48,6951590,1,403551,0
20/12/2016,71563.67666,54,6951590,1,412630,0
21/12/2016,307184.5771,75,6951590,1,821307,0
22/12/2016,673909.0742,110,6951590,1,1247890,0
23/12/2016,1380285.012,163,6952771,1,2873180,0
24/12/2016,850356.0362,73,6951659,1,1808220,0
25/12/2016,558647.6569,82,6951659,1,1911330,0
26/12/2016,1633088.128,103,6951659,1,1279530,0
27/12/2016,1058557.837,117,6951659,1,2108650,0
28/12/2016,1362666.841,169,6951868,1,2943940,0
29/12/2016,1937348.656,159,6951729,1,2794880,0
30/12/2016,1300972.551,150,9951789,1,2515800,3000000
31/12/2016,1319673.612,81,9951689,1,775440,0
1/01/2017,625441.323,66,9951689,1,1946000,0
2/01/2017,1106414.31,154,9951689,1,3107780,0
3/01/2017,2147113.6,233,9951689,1,3267910,0
4/01/2017,5328914.163,259,9951689,1,7463910,0
5/01/2017,3459536.859,177,14951739,1,13406600,5000000
6/01/2017,2994990.159,219,14951740,1,7969720,0
7/01/2017,2032693.897,196,14951740,1,5932450,0
8/01/2017,1025979.482,233,14951740,1,3800480,0
9/01/2017,956620.4137,73,14951740,1,2717290,0
10/01/2017,869692.9423,113,14951720,1,1379840,0
11/01/2017,3580703.689,145,14951720,1,9628470,0
12/01/2017,2759969.353,149,14951720,1,5552980,0
13/01/2017,893986.4226,130,14951720,1,2739310,0
14/01/2017,579035.1673,122,14952019,1,1533240,0
15/01/2017,3509542,83,14951870,1,1334200,0
16/01/2017,801849.9389,53,14951720,1,1223000,0
17/01/2017,1680850.694,207,14951720,1,4345620,0
18/01/2017,1318033.873,124,14951720,1,3458060,0
19/01/2017,1566006.358,135,14951720,1,2241690,0
20/01/2017,2466027.24,87,14951720,1,2085240,0
21/01/2017,1181870.844,130,14951740,1,2455610,0
22/01/2017,1076128.883,97,14951740,1,2629330,0
23/01/2017,1740926.727,100,14951740,1,2533860,0
24/01/2017,1213995.536,99,14951740,1,3160230,0
25/01/2017,898603.0099,78,14951740,1,1565260,0
26/01/2017,1042282.76,126,14951740,1,1814250,0
27/01/2017,660623.0752,99,14951740,1,1360880,0
28/01/2017,1684816.189,78,14951740,1,1560910,0
29/01/2017,1346304.677,95,14951740,1,745036,0
30/01/2017,278628.0352,79,14956375,1,681519,0
31/01/2017,2218215.147,104,24951590.85,1,2762940,10000000
1/02/2017,2140046.775,116,24951516.1,0.999997,3435630,0
2/02/2017,1923022.075,111,24951565.76,0.999999,3494060,0
3/02/2017,1481366.665,110,24951441.19,0.999994,2994180,0
4/02/2017,2329358.93,116,24951541.05,0.999998,2837660,0
5/02/2017,862575.8284,113,24951566,0.999999,2141090,0
6/02/2017,696338.5079,104,24951565.95,0.999999,1129720,0
7/02/2017,1165969.003,106,24950972.05,0.999998,2216310,0
8/02/2017,938845.1038,132,24950971,0.999999,3003910,0
9/02/2017,2045423.155,203,24950971,0.999999,8872190,0
10/02/2017,864427.6993,119,24950971,0.999999,3640970,0
11/02/2017,651985.8454,61,24950971,0.999999,1685670,0
12/02/2017,507765.9766,65,24950971,0.999999,1105600,0
13/02/2017,368160.6166,50,24950971.05,0.999999,1347810,0
14/02/2017,696192.8042,62,24950996,1,2438910,0
15/02/2017,597543.8786,52,24995159,1,1654380,0
16/02/2017,346039.1756,63,24952244,1,1565660,0
17/02/2017,1208464.31,113,24951495,1,2135320,0
18/02/2017,1348764.787,77,24951246,1,1404980,0
19/02/2017,239359.9129,67,24950996,1,1071870,0
20/02/2017,551859.2559,77,24948425.9,0.999897,2550470,0
21/02/2017,3498700.946,159,24950921.39,0.999997,4595170,0
22/02/2017,657055.1361,99,24945282.6,0.999771,1763290,0
23/02/2017,1400322.582,141,24950272.27,0.999971,3150010,0
24/02/2017,3642532.004,182,24950921.05,0.999997,10607500,0
25/02/2017,548588.8908,100,24951944.1,0.999998,3747980,0
26/02/2017,755796.0198,42,24951236,1,2280940,0
27/02/2017,277114.8324,60,24952741,1,3063750,0
28/02/2017,2894897.903,78,24950994.53,1,5557310,0
1/03/2017,8678620.608,176,24950296.27,0.999972,11999700,0
2/03/2017,4439313.727,283,24950969.05,0.999999,14420000,0
3/03/2017,6008168.221,226,24950994,1,12268600,0
4/03/2017,1738203.578,129,24951244,1,6427490,0
5/03/2017,4076927.85,145,24951244,1,6111390,0
6/03/2017,1206689.954,120,24951875,1,4261790,0
7/03/2017,6367626.276,250,34951077,1,10782500,10000000
8/03/2017,17602912.41,267,34950727,1,11995300,0
9/03/2017,3220231.666,184,34950377.34,1,9560830,0
10/03/2017,3691150.523,298,34947057.22,0.999905,26308800,0
11/03/2017,3266947.362,228,34951461.43,0.999991,15269400,0
12/03/2017,2810392.034,167,34953174,1,13039200,0
13/03/2017,5883873.549,391,34951776,1,25101200,0
14/03/2017,6714651.886,477,34951062,1,13773800,0
15/03/2017,8039556.794,418,34950712,1,20476500,0
16/03/2017,10886952.1,578,34951411,1,39496700,0
17/03/2017,21182108.57,595,44952211,1,46381300,10000000
18/03/2017,11935850.6,461,44952211,1,49039900,0
19/03/2017,8516922.193,335,44953110,1,33106500,0
20/03/2017,2446161.654,307,44960302,1,16075100,0
21/03/2017,5339943.775,367,44952211,1,21556400,0
22/03/2017,4845776.515,345,44952661,1,22713300,0
23/03/2017,3289983.987,258,44954009,1,12763900,0
24/03/2017,6338674.006,372,44950862.89,1,33351200,0
25/03/2017,5994569.108,377,44946277.88,0.999898,28141600,0
26/03/2017,5562594.605,326,44947481.14,0.999915,16614300,0
27/03/2017,4198127.665,271,44951302,1,19270700,0
28/03/2017,2625979.129,330,44951302,1,15602800,0
29/03/2017,5717460.1,329,54950852.4,1,16816300,10000000
30/03/2017,28076230.4,412,54947994.87,0.999948,25009900,0
31/03/2017,10297680.59,393,54950031.74,0.999985,34115800,0
1/04/2017,3105696.954,315,54950867.66,1,15118800,0
2/04/2017,8867676.361,437,54980079.72,0.999582,45911500,0
3/04/2017,8989699.69,473,54950867.82,1,42028500,0
4/04/2017,5884069.897,398,54939383,0.999771,26434800,0
5/04/2017,11382935.17,400,54956912,1,26734200,0
6/04/2017,5337083.461,510,54950868,1,33731600,0
7/04/2017,9422049.303,515,54947405.86,0.999937,21336300,0
8/04/2017,3085124.645,257,54943943.24,0.999874,14282200,0
9/04/2017,12994571.99,271,54935152.09,0.999714,18951900,0
10/04/2017,4590972.543,379,54948669.58,0.99996,12279500,0
11/04/2017,5174990.613,380,54947244.53,0.999934,12213800,0
12/04/2017,7090511.942,406,50735756.26,0.999842,20964000,0
13/04/2017,8092487.486,490,50721344.84,0.999558,24018200,0
14/04/2017,4681966.741,404,50724389.06,0.999618,14768200,0
15/04/2017,6700510.002,390,50694602.65,0.999031,14030700,0
16/04/2017,2042297.533,278,50740677.75,0.999939,7208670,0
17/04/2017,8544711.312,563,50715103.33,0.999435,17280800,0
18/04/2017,12789728,924,60700888.5,0.999294,26367700,10000000
19/04/2017,8145594.632,675,54803775.53,0.999617,18244800,0
20/04/2017,5383921.935,657,54757258.1,0.999525,20548000,0
21/04/2017,7564047.369,715,54647463.33,0.998269,15935100,0
22/04/2017,5419066.551,613,53856499.22,0.984,14711900,0
23/04/2017,5302840.198,621,51486796.7,0.940741,17298600,0
24/04/2017,4778127.563,534,50418052.09,0.921308,15265400,0
25/04/2017,15133696.67,539,59435766.12,0.917876,12707000,0
26/04/2017,7899370.478,600,56810668,0.913539,18772400,0
27/04/2017,9029687.042,581,57245574.17,0.921049,24062800,0
28/04/2017,10922495.62,538,57431267.86,0.924343,26494600,0
29/04/2017,6279077.336,448,58889839.04,0.934557,26533600,0
30/04/2017,5077408.724,374,59055044.34,0.937189,23739900,0
1/05/2017,8577705.72,498,59039851.89,0.936855,44582500,0
2/05/2017,3001330.655,485,59016321.09,0.935857,22268100,0
3/05/2017,5041010.901,575,57297334.7,0.932612,33500300,0
4/05/2017,13016980.51,861,58244449.11,0.933356,56022400,0
5/05/2017,15967144.67,840,59031916.3,0.945975,69583296,0
6/05/2017,11869610.1,549,59636728.09,0.955667,44047300,0
7/05/2017,8313594.314,672,60446161.06,0.968638,72995504,0
8/05/2017,7085905.725,621,60466977.38,0.968962,85211504,0
9/05/2017,25307307.14,553,60356662.37,0.967255,62186400,0
10/05/2017,9007520.957,563,60554406.5,0.970483,45884200,0
11/05/2017,8462908.059,486,61137003.59,0.97982,46800700,0
12/05/2017,12211247.89,616,60842431.33,0.975099,42850000,0
13/05/2017,5358207.475,528,61232656.39,0.981353,28873700,0
14/05/2017,5698705.402,339,60697422.61,0.972775,23922200,0
15/05/2017,8456139.042,528,61181741.79,0.980577,37380700,0
16/05/2017,2961567.38,228,60567922.49,0.970698,53097800,0
17/05/2017,3517043.086,341,59461320.05,0.952963,60057700,0
18/05/2017,4999806.138,376,59972033.47,0.961148,44705600,0
19/05/2017,3978087.649,560,60422897.95,0.967244,53721400,0
20/05/2017,6282395.185,608,62320431.31,0.998833,42299800,0
21/05/2017,3095155.062,360,61946798,0.992749,46162600,0
22/05/2017,11127334.18,343,62262129.7,1,79739904,0
23/05/2017,14376965.17,647,64800006,1.01,59043000,0
24/05/2017,13282737.05,724,68865612.25,1.01,87804800,10000000
25/05/2017,38306248.92,776,69534139.5,1.02,144036000,10000000
26/05/2017,38027210.8,702,96540460.79,1.02,125946000,20000000
27/05/2017,48127141.24,1041,110642195.6,1.05,186683008,20000000
28/05/2017,22442097.37,836,107344821.6,1.02,110026000,0
29/05/2017,19392573.93,677,109364721.7,1.04,80508896,0
30/05/2017,24868500.19,1099,107041607.5,1.02,108331000,0
31/05/2017,10316054.06,716,105664316.9,1.01,84739904,0
1/06/2017,15271441.62,797,109253864.9,1.04,100614000,0
2/06/2017,9129125.19,603,108554869.8,1.03,49197100,0
3/06/2017,9254857.012,591,108484894.4,1.03,43629000,0
4/06/2017,9828051.377,619,107267457.7,1.02,49194800,0
5/06/2017,10437466.34,666,105710941,1.01,49132500,0
6/06/2017,64287524.31,1303,107610825.2,1.02,152408000,20000000
7/06/2017,58130272.39,783,104887656.4,1,97386096,0
8/06/2017,19034448.08,722,130662699.7,1.02,65560000,0
9/06/2017,17645932.86,807,127579236,1,58031200,0
10/06/2017,19382154.66,763,127932229.5,0.999158,80163296,0
11/06/2017,14192346.68,615,129808068.1,1.02,84910496,0
12/06/2017,27491608.46,789,128485967.7,1.01,211119008,0
13/06/2017,34735662.41,942,131109300.7,1.03,105293000,0
14/06/2017,34390523.48,756,128163665.6,1.01,139975008,0
15/06/2017,64168384.41,1023,130987758.8,1.03,243107008,0
16/06/2017,27757231.08,968,128215805.6,1.01,109032000,20000000
17/06/2017,18075328.37,552,130043691.7,1.02,104554000,0
18/06/2017,12900534.45,568,126405281,0.988674,114519000,0
19/06/2017,25026433.99,930,127493815.9,1,75733696,0
20/06/2017,10642351.55,909,142690683.6,0.986156,88767296,0
21/06/2017,33701396.28,724,141089067.9,0.975087,108254000,0
22/06/2017,26576224.27,982,141969819.3,0.981174,63105300,0
23/06/2017,25797867.23,690,140156882.3,0.972496,41182300,0
24/06/2017,30534297.11,543,146212400.5,1.01,79286600,20000000
25/06/2017,31581663.26,762,148048000,1.02,102005000,0
26/06/2017,74504633.28,1183,146155233,1.01,195886000,30000000
27/06/2017,77250968.11,1068,145725492,1.01,171804992,30000000
28/06/2017,31038479.22,779,146399765,1.01,128750000,0
29/06/2017,18198414.39,630,216662076.9,1.01,101103000,0
30/06/2017,33532970.76,775,218374858,1.02,72550400,0
1/07/2017,27975514.25,759,217124011.3,1.01,82133800,0
