date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD)
23/05/2017,773678.3064,304,163680061.6,0.361682,2288030
24/05/2017,463139.9352,287,183861636,0.406277,5081470
25/05/2017,2997518.721,314,199600503.6,0.441055,3372850
26/05/2017,514827.8689,172,176900475.1,0.390895,1863060
27/05/2017,1252884.951,230,170156991.6,0.375994,1934440
28/05/2017,467328.9961,212,151420416.8,0.334592,1747990
29/05/2017,357650.8388,137,161168848.5,0.356133,1348970
30/05/2017,1083904.192,301,167690581.4,0.370544,1637700
31/05/2017,577897.6355,216,159168114,0.351712,2581360
1/06/2017,4433071.087,230,177992936.9,0.393309,1629420
2/06/2017,896817.4099,194,180434004,0.398703,3191020
3/06/2017,1124750.34,254,179196725.7,0.395969,2671870
4/06/2017,1731969.036,277,191534662.5,0.423232,4051010
5/06/2017,977576.7098,281,185970983.3,0.410938,6554910
6/06/2017,3478713.119,539,230021529.5,0.508276,14781500
7/06/2017,3673932.695,555,233592620.8,0.516167,17674900
8/06/2017,5253642.651,419,236789451.3,0.523231,12095000
9/06/2017,847721.8483,264,246650568.3,0.545021,4553500
10/06/2017,1866109.593,393,254483345.5,0.562329,4463740
11/06/2017,614283.4919,230,242661319.1,0.536206,2760710
12/06/2017,596845.9998,222,247921335.6,0.547829,2298420
13/06/2017,1121367.42,349,216172520.7,0.477674,2794560
14/06/2017,600813.6977,179,236410665,0.522394,2469760
15/06/2017,1984144.362,248,215628100.4,0.476471,1784540
16/06/2017,674058.8593,234,205316240.7,0.453685,3644170
17/06/2017,341300.0244,197,215481020.9,0.476146,2072100
18/06/2017,457722.5484,126,222558035.8,0.491784,1740710
19/06/2017,2318108.514,288,220887212.1,0.488092,5385830
20/06/2017,834557.5834,298,246767779.2,0.54528,5903810
21/06/2017,703169.265,222,229731896,0.507636,3244380
22/06/2017,711010.3701,272,212197753,0.468891,3440170
23/06/2017,755760.0901,225,228414063.5,0.504724,3626720
24/06/2017,377628.1232,204,248877578.7,0.549942,2718670
25/06/2017,769920.4045,195,231848031.3,0.512312,1767340
26/06/2017,481497.8967,251,216425497.5,0.478233,3889540
27/06/2017,669501.0172,241,203658994.4,0.450023,2215940
28/06/2017,976221.4558,229,213557220.8,0.471895,1723490
29/06/2017,1014108.852,198,226203344.6,0.499839,1504980
30/06/2017,1693501.503,293,214107071.7,0.47311,2252430
1/07/2017,466553.8179,176,209472029.6,0.462868,2290300
2/07/2017,551908.7462,147,196806898,0.434882,2119780
3/07/2017,768911.6675,172,201884535.8,0.446102,1600030
4/07/2017,1300066.906,272,212648495,0.469887,2036880
5/07/2017,440809.1732,126,222167935,0.490922,1444900
6/07/2017,687735.5896,226,223365841.7,0.493569,1764740
7/07/2017,654465.1416,141,221156933.3,0.488688,1569460
8/07/2017,1149803.233,146,207385762.8,0.458258,1392680
9/07/2017,278144.3692,112,202842136.6,0.448218,1799080
10/07/2017,1479477.716,214,189195418.8,0.418063,3582040
11/07/2017,2111582.441,345,143848310,0.31786,4440000
12/07/2017,1999558.742,264,135390557.7,0.299171,3468390
13/07/2017,582077.6776,161,149483039.4,0.330311,2320020
14/07/2017,1005246.472,149,138844438,0.306803,1664030
15/07/2017,801089.8878,152,124626598.4,0.275386,1378270
16/07/2017,419099.7329,144,121348761.7,0.268143,1419260
17/07/2017,388494.1353,146,115852059.8,0.255997,996170
18/07/2017,470621.6651,122,135234426.9,0.298826,1100380
19/07/2017,499839.5396,124,145671643.3,0.321889,1030450
20/07/2017,420776.649,148,134389511.5,0.296959,1302300
21/07/2017,933785.1612,153,161527722.5,0.356926,712945
22/07/2017,354069.1961,124,159187573.6,0.351755,1344510
23/07/2017,313269.6145,57,178269898.3,0.393921,936073
24/07/2017,370204.4807,121,170419924.2,0.376575,907901
25/07/2017,323587.3068,90,170870214.2,0.37757,1456420
26/07/2017,280868.9757,81,144048790.8,0.318303,1457380
27/07/2017,289992.6869,102,152866774,0.337788,1354970
28/07/2017,955166.8845,188,155671241.8,0.343985,2654560
29/07/2017,316397.4423,127,144909544.6,0.320205,1780770
30/07/2017,374700.7719,126,145547643.5,0.321615,1694960
31/07/2017,547129.9249,237,138229418.5,0.305444,2294370
1/08/2017,233781.5611,147,129612820.7,0.286404,2909400
2/08/2017,560163.2943,299,143951038.8,0.318087,1796100
3/08/2017,908847.3363,460,150935280.1,0.33352,1684880
4/08/2017,697334.5568,309,153155502.6,0.338426,1665010
5/08/2017,676584.1682,250,149110589,0.329488,2252270
6/08/2017,836363.7568,189,160114401.3,0.353803,1296770
7/08/2017,864146.5025,249,164009066.6,0.362409,2085350
8/08/2017,878383.6814,262,162069427.5,0.358123,1788310
9/08/2017,839880.4952,178,161528627,0.356928,2001300
10/08/2017,742547.55,198,171672137.4,0.379342,2179920
11/08/2017,994171.6418,263,162617016,0.359333,2063470
12/08/2017,983049.4105,325,166751082.1,0.368468,3732240
13/08/2017,2249487.911,447,174925988.9,0.386532,4958590
14/08/2017,617998.4055,215,163663769.7,0.361646,2570100
15/08/2017,1143435.786,265,170656157.2,0.377097,4758110
16/08/2017,672859.8639,190,178227811.5,0.393828,2289320
17/08/2017,1092748.126,301,185201644.3,0.409238,2627380
18/08/2017,2193159.964,455,195995924.4,0.43309,6033950
19/08/2017,852498.4508,163,206943619.5,0.457281,2944220
20/08/2017,829944.0043,209,200901592.5,0.44393,2672700
21/08/2017,17745999.62,295,218967032.1,0.483849,3696750
22/08/2017,1001251.16,234,210478054,0.465091,3526460
23/08/2017,699281.8452,189,207681732.5,0.458912,2781400
24/08/2017,357150.8835,81,216056214.5,0.477417,2654260
25/08/2017,1164420.763,272,236665451.8,0.522957,3637720
26/08/2017,628924.4898,142,246996770.6,0.545786,5535110
27/08/2017,1342042.809,230,282223903.1,0.623627,3060370
28/08/2017,1088097.707,215,271664497.2,0.600294,3432980
29/08/2017,3389877.106,415,287874019.4,0.636112,5955930
30/08/2017,594781.8763,125,288028340.3,0.636453,3680150
31/08/2017,1354354.786,282,298508096.6,0.65961,3958540
1/09/2017,1868681.93,311,298439760.8,0.659459,3332400
2/09/2017,2066352.497,272,323958286.6,0.715847,5036790
3/09/2017,1199767.111,146,301147835.1,0.665443,2428930
4/09/2017,2880071.523,330,305184602.7,0.674363,4773210
5/09/2017,1322205.707,256,260031185.6,0.574588,2984600
6/09/2017,981352.7404,230,283007723.5,0.625359,2523720
7/09/2017,1828629.758,254,307064957.2,0.678518,1990370
8/09/2017,2134596.043,275,304980500.9,0.673912,3097260
9/09/2017,895783.6752,178,279347479.7,0.617271,1935650
10/09/2017,1601931.917,196,280854479.7,0.620601,2034110
11/09/2017,965308.9059,150,278771380.6,0.615998,1701420
12/09/2017,1881229.194,277,281879057.6,0.622865,1734310
13/09/2017,601533.1303,147,267457570.3,0.590998,2980030
14/09/2017,630592.3804,118,243319329.6,0.53766,2038220
15/09/2017,1085555.831,214,185905363,0.410793,5228990
16/09/2017,675835.3696,190,247905496.3,0.547794,1487280
17/09/2017,824107.2617,127,242337744,0.535491,1566440
18/09/2017,1222289.502,114,241527674.4,0.533701,1449840
19/09/2017,1327271.709,249,266942565.2,0.58986,1542410
20/09/2017,1338120.043,181,251131289.3,0.554922,2693650
21/09/2017,946695.3614,160,255432347.3,0.564426,2326580
22/09/2017,739866.6064,136,215876551.1,0.47702,2106560
23/09/2017,293341.7369,124,207591222.1,0.458712,950706
24/09/2017,391081.737,80,222301890.5,0.491218,830918
25/09/2017,676031.9839,90,215035709.4,0.475162,1071560
26/09/2017,819220.5852,131,228766149.8,0.505502,841541
27/09/2017,366110.0709,103,223572205.8,0.494025,1113950
28/09/2017,553357.5808,164,233875013.4,0.516791,1208350
29/09/2017,643519.4864,107,223431913.8,0.493715,2144370
30/09/2017,456908.0715,92,220715694.8,0.487713,1195870
1/10/2017,551419.876,92,219110038.4,0.484165,1326000
2/10/2017,409655.2198,89,208238372.1,0.460142,1244450
3/10/2017,591618.1375,107,202891465.7,0.448327,1670930
4/10/2017,383658.1103,86,207190713.4,0.457827,1577820
5/10/2017,933094.4259,117,202382796.4,0.447203,1352100
6/10/2017,599220.743,91,199834926.7,0.441573,1420160
7/10/2017,158567.2843,71,211390852.3,0.467108,1195250
8/10/2017,314252.1279,96,207013764.7,0.457436,1994350
9/10/2017,649829.4329,151,192874217.1,0.426192,3135910
10/10/2017,2003674.885,162,178395707.8,0.394199,2158910
11/10/2017,781069.7961,113,181174379.8,0.400339,2534060
12/10/2017,739813.7233,161,180131699.3,0.398035,3620640
13/10/2017,719634.3739,123,170270129.5,0.376244,3300280
14/10/2017,1444975.052,153,177715069.1,0.392695,1545690
15/10/2017,134097.1127,84,177125845.9,0.391393,2327030
16/10/2017,433946.1679,102,179486359.6,0.396609,1628770
17/10/2017,610368.0025,173,181286612.9,0.400587,1580600
18/10/2017,294867.0897,94,183144340.5,0.404692,1308610
19/10/2017,744303.4576,148,176862461,0.390811,1586320
20/10/2017,566999.2738,127,166905855.4,0.36881,1936580
21/10/2017,369252.7296,121,166358266.6,0.3676,2249650
22/10/2017,252245.2084,91,155272090.2,0.343103,1479960
23/10/2017,311028.7476,114,153665981.8,0.339554,1453130
24/10/2017,526594.7032,189,148744473.8,0.328679,2028920
25/10/2017,447319.1555,98,162824284.5,0.359791,1385060
26/10/2017,241436.5083,89,161647195.8,0.35719,1144960
27/10/2017,1292152.311,74,156865074.3,0.346623,964655
28/10/2017,255979.244,44,157171905.5,0.347301,865695
29/10/2017,334733.7066,103,157332108.7,0.347655,2141310
30/10/2017,260840.8847,80,162265382.7,0.358556,888856
31/10/2017,616532.7456,108,162615205.6,0.359329,1542910
1/11/2017,1167644.115,168,175896261.2,0.388676,2326720
2/11/2017,1264417.539,235,165811130.8,0.366391,4398220
3/11/2017,275348.9192,120,148322243.1,0.327746,1652870
4/11/2017,303501.8031,99,145392418.7,0.321272,1343780
5/11/2017,311941.7535,97,148171542.8,0.327413,1423940
6/11/2017,4925146.871,76,145546286.1,0.321612,2468120
7/11/2017,7601314.314,126,157981521.8,0.34909,2136720
8/11/2017,14343046.57,262,171128622,0.378141,4832510
9/11/2017,498098.2234,194,201641063.1,0.445564,3522770
10/11/2017,955105.2678,115,212547123.5,0.469663,2519370
11/11/2017,233177.1674,32,184541822.5,0.40778,1583430
12/11/2017,77842.968,41,181354042.9,0.400736,1866340
13/11/2017,761260.6117,111,177138517.3,0.391421,1960230
14/11/2017,634516.4475,110,182801758.7,0.403935,1947590
15/11/2017,463954.7937,70,186218076.6,0.411484,1799410
16/11/2017,880417.4228,175,181847778.6,0.401827,2180000
17/11/2017,333142.1381,125,173975176.5,0.384431,1980130
18/11/2017,717962.8923,128,172547826,0.381277,1969390
19/11/2017,487643.1985,107,177306866.8,0.391793,1835000
20/11/2017,442075.4674,114,176623965.5,0.390284,1819740
21/11/2017,562750.9587,86,176440682.3,0.389879,1772640
22/11/2017,210353.6012,43,186362893.2,0.411804,2133620
23/11/2017,567351.346,574,192913590,0.426279,3078080
24/11/2017,621601.0836,101,209810086.9,0.463615,2206700
25/11/2017,377095.4732,92,207531032.9,0.458579,2219530
26/11/2017,932273.9775,134,215530801.3,0.476256,2492150
27/11/2017,600747.9285,128,206625927.7,0.456579,2296450
28/11/2017,902667.9293,185,223090237.2,0.49296,3107530
29/11/2017,1279706.012,160,253026126.2,0.559109,4836820
30/11/2017,323082.6561,78,209818232,0.463633,2164240
1/12/2017,640360.7738,135,213635059.9,0.472067,2209870
2/12/2017,796380.9288,124,223311987.7,0.49345,2368360
3/12/2017,757296.9391,184,227664183.9,0.503067,3019150
4/12/2017,1793413.251,164,242023219.3,0.534796,3858560
5/12/2017,1090129.203,202,263964318.6,0.583279,3443140
6/12/2017,2269875.65,250,282914045,0.625152,6642550
7/12/2017,987065.9009,219,244816373.4,0.540968,8205190
8/12/2017,933443.9457,85,227219324.9,0.502084,5702220
9/12/2017,814937.8619,205,235820536.1,0.52109,3750050
10/12/2017,1168722.051,168,221444303.9,0.489323,3595740
11/12/2017,911279.6309,131,201232860.5,0.444662,3765870
12/12/2017,263475.7129,67,204710273,0.452346,6806130
13/12/2017,518366.5757,76,250933071.3,0.554484,6080860
14/12/2017,1143049.235,138,251323172.1,0.555346,5654750
15/12/2017,600322.4701,67,269435676.9,0.595369,5537370
16/12/2017,419546.4411,45,262187145.2,0.579352,3848010
17/12/2017,2166928.255,100,250381863.1,0.553266,4760390
18/12/2017,1916982.439,226,303189750.8,0.669955,9819730
19/12/2017,1159740.429,42,359089930.4,0.793477,8000760
20/12/2017,1430578.951,178,337872462.8,0.746593,9962100
21/12/2017,919468.2963,106,351878507.2,0.777542,10238100
22/12/2017,475452.22,59,376036660.8,0.830924,7830560
23/12/2017,1320888.979,138,308895984.2,0.682564,7408950
24/12/2017,443372.1381,46,388361925.5,0.858159,8922650
25/12/2017,1110677.87,142,376428118.1,0.831789,9676770
26/12/2017,2136598.518,215,408648492.6,0.902986,10462000
27/12/2017,871711.057,105,402205631.3,0.884755,15336900
28/12/2017,2092625.25,113,466128984,1.03,7664210
29/12/2017,1684600.341,111,430242030.8,0.950701,6611900
30/12/2017,2345033.565,248,407310746.8,0.90003,5621330
31/12/2017,2012813.824,179,357940899.3,0.790938,8529030
1/01/2018,5008546.941,381,428146594.4,0.947069,22130000
2/01/2018,2298786.69,213,502940543.9,1.11,16321800
3/01/2018,4942023.9,233,495897263.4,1.1,10299200
4/01/2018,2465475.48,188,535539713.5,1.18,9415190
5/01/2018,2517784.56,239,489838512.9,1.08,11867400
6/01/2018,1297926.69,178,468020653,1.03,8550790
7/01/2018,2856928.51,250,465819571.5,1.03,9690180
8/01/2018,1420193.8,146,523488945.6,1.16,7737460
9/01/2018,2649346.75,244,485061191.2,1.07,10738300
10/01/2018,1362533.76,131,506159424.3,1.12,7472350
11/01/2018,2180689.96,123,484231080.5,1.07,7484060
12/01/2018,3610751.246,256,412067525.4,0.910541,7009980
13/01/2018,1974160.139,157,445098587.2,0.98022,7833650
14/01/2018,933495.62,113,493282129,1.09,6201860
15/01/2018,1740780.2,147,439378302.1,0.969179,7713740
16/01/2018,2267463.63,184,466128983.7,1.03,8425610
17/01/2018,1199974.649,136,311804991.1,0.688992,5715190
18/01/2018,1452818.74,151,316440486,0.699235,6444580
19/01/2018,1731390.249,92,316923358.8,0.700302,4476900
20/01/2018,702834.6742,100,339125128.3,0.749361,4871990
21/01/2018,604150.3124,112,352301192,0.778476,5268670
22/01/2018,1507999.835,153,306663090.7,0.67763,12787100
23/01/2018,2138694.702,298,329849161.5,0.728864,7175650
24/01/2018,604787.3948,84,301082666.7,0.665299,5249180
25/01/2018,701125.7592,96,312533148.4,0.690601,3578950
26/01/2018,292918.9177,57,298102609.5,0.658714,3645210
27/01/2018,307599.6751,50,300174394.4,0.663292,4625300
28/01/2018,1007956.355,77,315395089.9,0.696925,4004450
29/01/2018,569354.8321,86,317525706.7,0.701633,4318050
30/01/2018,1000327.691,99,301766473.3,0.66681,3640740
31/01/2018,658504.635,94,261569411,0.577987,4358030
1/02/2018,1557440.745,121,267253468.8,0.590547,4250070
2/02/2018,1403732.388,168,216994356.6,0.47949,5801540
3/02/2018,384248.0542,76,195954289.4,0.432998,2369930
4/02/2018,650950.5234,69,217952862,0.481608,2605180
5/02/2018,491977.3186,126,176463309.9,0.389929,1937910
6/02/2018,357989.0587,91,148183309,0.327439,1921150
7/02/2018,566965.236,115,171538633.8,0.379047,2714230
8/02/2018,408276.0695,84,174158007.5,0.384835,2276080
9/02/2018,369660.9986,68,183019888.9,0.404417,1804260
10/02/2018,631898.105,91,199558417.2,0.440962,1843230
11/02/2018,482098.1548,62,185466386.6,0.409823,1948960
12/02/2018,522710.6896,78,180693769.4,0.399277,2950820
13/02/2018,328636.0378,52,197924249.7,0.437351,1666410
14/02/2018,534257.1721,107,184531866.1,0.407758,2282770
15/02/2018,2452744.579,106,220177609.5,0.486524,2334530
16/02/2018,1461231.06,104,228851682,0.505691,2220820
17/02/2018,418330.3582,76,221498609.7,0.489443,1834110
18/02/2018,5456203.072,256,237892320.9,0.525668,4558600
19/02/2018,662208.9607,83,203847708.6,0.45044,2336700
20/02/2018,675453.4794,92,210140902.4,0.464346,2707900
21/02/2018,530753.2178,77,200856337,0.44383,3152680
22/02/2018,41774771.75,73,197545464.1,0.436514,1628050
23/02/2018,545670.785,168,184401531.3,0.40747,2973650
24/02/2018,1599553.758,451,168456752.4,0.372237,3294410
25/02/2018,1034836.398,204,163149217.1,0.360509,2262270
26/02/2018,1390337.714,295,155228644.8,0.343007,2431610
27/02/2018,444798.1622,207,160696835.9,0.35509,2319670
28/02/2018,1037564.399,288,161900172.8,0.357749,8320460
1/03/2018,1119628.636,338,171997070.2,0.38006,4883590
2/03/2018,1811852.649,218,176664243.1,0.390373,5179730
3/03/2018,829706.2089,162,182899057.5,0.40415,4440950
4/03/2018,373906.6403,130,184593413.9,0.407894,2278960
5/03/2018,1434629.614,604,189169623.4,0.418006,2749450
6/03/2018,869797.4169,796,178579444.3,0.394605,2902060
7/03/2018,1125526.049,442,166909928.1,0.368819,2821220
8/03/2018,2309154.595,486,155242221.6,0.343037,2489660
9/03/2018,2736984.262,1341,135984306.8,0.300483,2448200
10/03/2018,357020.8653,215,138204075.9,0.305388,1291030
11/03/2018,433610.4981,138,129411435.6,0.285959,1453910
12/03/2018,361466.482,151,146640558.3,0.32403,1340530
13/03/2018,512976.2523,139,145250770,0.320959,1506600
14/03/2018,444554.0236,134,148885670.4,0.328991,1070860
15/03/2018,1386040.872,493,129957666.1,0.287166,1065470
16/03/2018,471925.1293,256,132429959.4,0.292629,900548
17/03/2018,179609.4192,165,132684746.6,0.293192,945674
18/03/2018,81976.87352,108,121406235.7,0.26827,1180090
19/03/2018,205003.9335,144,127497590.7,0.28173,1129230
20/03/2018,450350.8414,157,138206338.7,0.305393,1776530
21/03/2018,502290.629,170,156014729,0.344744,1961760
22/03/2018,177110.2579,105,142100552.6,0.313998,1096660
23/03/2018,291320.9212,81,143769565.3,0.317686,1068240
24/03/2018,113138.7449,65,144494554.3,0.319288,1684850
25/03/2018,170161.4708,66,125815453.9,0.278013,1039300
26/03/2018,129692.5072,66,131240652.6,0.290001,928585
27/03/2018,696600.4553,220,124379957.9,0.274841,898686
28/03/2018,205514.6408,75,116362991.9,0.257126,879600
29/03/2018,124291.2184,91,121243316.5,0.26791,886388
30/03/2018,156104.3856,106,104295229.3,0.23046,657324
31/03/2018,57434.16854,70,103042564.1,0.227692,600398
1/04/2018,24928.04048,31,103828194.6,0.229428,418971
2/04/2018,216012.0848,51,107565825.3,0.237687,880205
3/04/2018,82232.79028,60,112180502.2,0.247884,942349
4/04/2018,49924.11321,132,123185219.5,0.272201,867025
5/04/2018,235264.7879,99,109176459.3,0.241246,982558
6/04/2018,39327.99118,45,108957423.7,0.240762,816020
7/04/2018,51055.16722,34,109476048.9,0.241908,930233
8/04/2018,144194.2022,77,119828185.6,0.264783,1359490
9/04/2018,54414.31625,63,124631576.4,0.275397,998543
10/04/2018,96752.69012,80,119037123.9,0.263035,1119270
11/04/2018,103201.4453,89,125414040,0.277126,1255130
12/04/2018,60850.26675,68,130207927.5,0.287719,1544360
13/04/2018,124045.7576,91,144585517.5,0.319489,1719750
14/04/2018,61489.74959,56,146488953.1,0.323695,1225550
15/04/2018,237233.9264,67,149206077.9,0.329699,1388220
16/04/2018,67858.10573,62,160909987.8,0.355561,1298290
17/04/2018,199281.7862,91,150751544,0.333114,933180
18/04/2018,167351.5864,85,154266971.4,0.340882,1392930
19/04/2018,226346.6015,101,163971052.9,0.362325,1414670
20/04/2018,47785.71798,66,167529472.2,0.370188,1922600
21/04/2018,113492.0193,55,175681751.7,0.388202,1681090
22/04/2018,97919.50819,77,165889421.9,0.366564,1290870
23/04/2018,146164.4053,81,167324918.7,0.369736,1364110
24/04/2018,176946.1983,120,170943075.2,0.377731,1496710
25/04/2018,34225.15575,60,184498830.3,0.407685,1664090
26/04/2018,186758.0395,64,161905603.7,0.357761,1613630
27/04/2018,176063.6531,61,173150626,0.382609,1518430
28/04/2018,83817.76266,66,163771477.1,0.361884,1061320
29/04/2018,106851.635,71,171811975.5,0.379651,861961
30/04/2018,114197.6925,62,171441788.3,0.378833,1995430
1/05/2018,148961.6853,76,172201171.2,0.380511,1563430
2/05/2018,248758.2046,73,174120898.7,0.384753,1977560
3/05/2018,176966.9442,87,167235313.4,0.369538,1552850
4/05/2018,84416.88657,43,177928674,0.393167,1235960
5/05/2018,176529.8876,64,173462887.2,0.383299,1528820
6/05/2018,68025.61033,42,169314792,0.374133,618605
7/05/2018,72011.08746,49,165788051,0.36634,904033
8/05/2018,27505.79073,55,157366050.3,0.34773,918647
9/05/2018,280995.5077,82,158930071.3,0.351186,814060
10/05/2018,290975.7463,61,157052883.7,0.347038,2046460
11/05/2018,53813.50769,27,166885490.4,0.368765,1111480
12/05/2018,490056.3724,65,155978524.5,0.344664,1764000
13/05/2018,120311.8558,55,164356174.7,0.363176,935982
14/05/2018,81777.22761,58,171659013.5,0.379313,1438210
15/05/2018,77380.49589,47,174077905.4,0.384658,864442
16/05/2018,375082.7179,49,170555237.2,0.376874,1603320
